Frequency (Hz),Rel. amplitude (a.u.)
0.705831374,0.198196478
0.70583154,0.198184422
0.705831374,0.198193735
0.705831395,0.198247285
0.705831561,0.198283806
0.705831395,0.198318684
0.705831561,0.198344176
0.705831395,0.198363467
0.705831561,0.198366663
0.705831395,0.198363119
0.705831561,0.198333711
0.709160873,0.197229851
0.709160873,0.197094637
0.709160873,0.196914663
0.709160873,0.196713166
0.709160873,0.196464568
0.709160873,0.196170465
0.709160873,0.19583064
0.709160873,0.195446181
0.709160873,0.195054841
0.709160873,0.194246781
0.709160873,0.19381565
0.709160873,0.193384345
0.709160873,0.192964109
0.709160873,0.192571114
0.705831395,0.193132978
0.705831561,0.192824757
0.705831395,0.192541286
0.705831395,0.192303939
0.705831395,0.191976401
0.705831395,0.191877843
0.705831395,0.191818585
0.705831395,0.19178979
0.705831395,0.191790546
0.705831395,0.191814304
0.705831395,0.191850787
0.705831395,0.191935356
0.705831353,0.191972131
0.705831353,0.191992595
0.705831353,0.191999123
0.705831353,0.191987594
0.705831353,0.191944184
0.709160831,0.190865538
0.709160664,0.19073627
0.709160831,0.190558406
0.709160664,0.190352907
0.709160831,0.190104498
0.709160664,0.189833272
0.709160768,0.189528572
0.709160601,0.189197604
0.709160601,0.188468226
0.709160768,0.188090938
0.709160601,0.187705127
0.709160768,0.187343594
0.709160601,0.186983913
0.705831291,0.187526009
0.705831291,0.187213587
0.705831291,0.186927197
0.705831291,0.186689327
0.705831291,0.186323885
0.705831291,0.186195752
0.705831291,0.186104099
0.705831291,0.186042984
0.705831291,0.186010673
0.705831125,0.1860034
0.705831291,0.18601581
0.705831125,0.186043909
0.705831125,0.186119144
0.705831291,0.186160636
0.705831125,0.18619529
0.705831291,0.186213549
0.705831125,0.186222043
0.705831291,0.186213827
0.705831125,0.186183166
0.709160601,0.185248599
0.709160601,0.185142889
0.709160601,0.184832874
0.709160601,0.184633437
0.709160601,0.184406144
0.709160601,0.184119887
0.709160601,0.183804445
0.709160601,0.183469432
0.709160601,0.183119578
0.709160559,0.182759528
0.709160559,0.182385137
0.709160559,0.181601943
0.709160559,0.181238508
0.709160559,0.180896215
0.709160559,0.180576783
0.705831083,0.181144507
0.705831249,0.180891584
0.705831083,0.180673979
0.705831249,0.180493609
0.705831187,0.180359978
0.705831187,0.180212104
0.705831353,0.180186749
0.705831187,0.180186864
0.705831353,0.180208644
0.705831187,0.180242139
0.705831353,0.180286759
0.705831187,0.180338435
0.705831353,0.180378724
0.705831187,0.180415168
0.705831187,0.180416467
0.709160664,0.179527517
0.709160664,0.179462948
0.709160664,0.179360691
0.709160664,0.179226158
0.709160496,0.179058852
0.709160664,0.178860413
0.709160496,0.17862612
0.709160496,0.178078203
0.709160664,0.177764778
0.709160496,0.177417939
0.709160664,0.177057484
0.709160496,0.176694006
0.709160664,0.176331674
0.709160496,0.175976759
0.709160664,0.175645386
0.709160496,0.175342727
0.705831187,0.175634504
0.705831187,0.175416685
0.705831187,0.17524138
0.705831187,0.17509352
0.705831187,0.17498634
0.705831187,0.174903492
0.705831187,0.174847382
0.705831166,0.174821754
0.705831166,0.174815239
0.705831166,0.174849668
0.705831166,0.174880057
0.705831166,0.174919746
0.705831166,0.174955464
0.705831166,0.174986663
0.705831166,0.17501148
0.705831166,0.175020576
0.705831166,0.175017016
0.709160643,0.174123067
0.709160489,0.174049297
0.709160657,0.173945773
0.709160489,0.173797286
0.709160657,0.173610877
0.709160489,0.173382972
0.709160657,0.173123241
0.709160489,0.172847692
0.709160657,0.172548138
0.709160657,0.171830936
0.709160489,0.171483649
0.709160657,0.171114201
0.709160489,0.170767004
0.709160657,0.170418554
0.709160489,0.170083944
0.70583118,0.170574806
0.70583118,0.170302089
0.70583118,0.169862569
0.70583118,0.169709835
0.70583118,0.16958364
0.70583118,0.169503515
0.70583118,0.169457072
0.70583118,0.169439041
0.70583118,0.169444813
0.70583118,0.169468592
0.70583118,0.169507467
0.70583118,0.169596774
0.70583118,0.169631221
0.70583118,0.169653146
0.70583118,0.169657133
0.709160489,0.168847997
0.709160657,0.168806891
0.709160489,0.168731377
0.709160657,0.168646725
0.709160489,0.168526464
0.709160608,0.168200563
0.709160608,0.167994556
0.709160608,0.167756073
0.709160608,0.167499376
0.709160608,0.167220925
0.709160608,0.166923981
0.709160608,0.166599323
0.709160608,0.166289795
0.709160608,0.165972677
0.709160608,0.165370838
0.709160608,0.165088503
0.709160524,0.16483543
0.705831049,0.165379137
0.705831215,0.165184228
0.705831049,0.165009278
0.705831215,0.164862984
0.705831049,0.164750639
0.705831215,0.164671256
0.705831215,0.164594546
0.705831049,0.164594057
0.705831215,0.164610388
0.705831049,0.164641154
0.705831215,0.164682986
0.705831049,0.164724093
0.705831215,0.164759495
0.705831049,0.16480143
0.705831049,0.164836574
0.705831215,0.164827349
0.709160524,0.16403104
0.709160524,0.163988327
0.709160524,0.163900884
0.709160524,0.163784844
0.709160524,0.163637983
0.709160524,0.163449468
0.709160524,0.163242143
0.709160524,0.162739926
0.709160524,0.162455849
0.709160356,0.162152006
0.709160524,0.161832298
0.709160356,0.161516238
0.709160524,0.161199942
0.709160356,0.160893841
0.709160524,0.16059709
0.709160356,0.160319074
0.709160356,0.159839169
0.705830924,0.160382184
0.705830924,0.160216407
0.705830924,0.160082356
0.705830924,0.159973553
0.705830924,0.159898561
0.705830924,0.159849904
0.705830924,0.159832608
0.705830924,0.15983782
0.705830924,0.159898038
0.705830924,0.159946003
0.705830924,0.159997151
0.705830966,0.160047807
0.705830966,0.16007649
0.70916044,0.159343085
0.709160272,0.159345925
0.70916044,0.159325123
0.70916044,0.159200095
0.709160272,0.15908157
0.70916044,0.15892904
0.709160272,0.158759812
0.70916044,0.158553902
0.709160272,0.158310872
0.70916044,0.158053032
0.709160272,0.157761982
0.70916044,0.157450731
0.70916044,0.156829045
0.709160272,0.156520543
0.70916044,0.156215099
0.709160272,0.155936587
0.70916044,0.15567663
0.709160272,0.15543698
0.705830966,0.155967291
0.705830966,0.155790886
0.705830966,0.155641213
0.705830966,0.155436998
0.705830966,0.155377354
0.705830966,0.15534165
0.705830966,0.155328958
0.705830966,0.155332298
0.705830966,0.155350884
0.705830966,0.155380423
0.705830966,0.155417637
0.705830966,0.155489628
0.705830966,0.155527865
0.705830966,0.155559926
0.70916044,0.154848208
0.709160384,0.154858561
0.709160552,0.154833431
0.709160384,0.154787216
0.709160552,0.154725872
0.709160384,0.154643221
0.709160384,0.154373941
0.709160552,0.154199762
0.709160384,0.154002497
0.709160552,0.153780628
0.709160384,0.153548809
0.709160594,0.153279828
0.709160426,0.15298941
0.709160594,0.152695703
0.709160426,0.15238096
0.709160426,0.151796122
0.709160594,0.151521276
0.709160426,0.151247218
0.709160594,0.150992509
0.705830952,0.151490855
0.705831118,0.15130893
0.705831118,0.151171814
0.705831118,0.151069978
0.705830952,0.151000188
0.705830952,0.150955961
0.705831118,0.15096896
0.705830952,0.151001357
0.705831118,0.151048045
0.705830952,0.151095123
0.705831118,0.151138728
0.705830952,0.151178509
0.709160426,0.150485826
0.709160426,0.150477445
0.709160426,0.150435709
0.709160426,0.150372615
0.709160426,0.1502816
0.709160426,0.150168976
0.709160426,0.150019093
0.709160426,0.149856412
0.709160426,0.149678669
0.709160426,0.14947171
0.709160426,0.149002653
0.709160426,0.148742151
0.709160426,0.148482167
0.709160426,0.148218797
0.709160426,0.14795537
0.709160426,0.147690503
0.709160426,0.147434465
0.709160426,0.147198371
0.709160426,0.146980247
0.705831118,0.147318886
0.705830952,0.147182786
0.705831118,0.147068324
0.705830952,0.14697833
0.705831118,0.146912472
0.705830952,0.146873568
0.705831139,0.1468551
0.705830973,0.146857745
0.705830973,0.146910538
0.705831139,0.146950708
0.705830973,0.146997328
0.705831139,0.147037394
0.705830973,0.147069838
0.709160447,0.146408424
0.709160447,0.146413678
0.709160447,0.146406047
0.709160447,0.146386038
0.709160447,0.14626283
0.709160447,0.146172008
0.709160447,0.146049799
0.709160447,0.145888139
0.709160447,0.14570924
0.709160447,0.145515708
0.709160447,0.145298336
0.709160447,0.145075356
0.709160447,0.144829489
0.709160447,0.144330854
0.709160447,0.144080763
0.709160447,0.143837134
0.709160447,0.1436035
0.709160447,0.143390207
0.709160447,0.143182365
0.709160447,0.142996659
0.709160447,0.142833375
0.705830973,0.143255614
0.705830973,0.14317034
0.705830973,0.143112206
0.705830973,0.143080573
0.705830973,0.143074071
0.705830973,0.143080584
0.705830931,0.143109882
0.705830931,0.143154955
0.705830931,0.14320891
0.705830931,0.143262723
0.709160238,0.142676517
0.709160405,0.142701159
0.709160238,0.142704649
0.709160405,0.142690345
0.709160238,0.142644893
0.709160405,0.142570262
0.709160238,0.142475931
0.709160286,0.142344046
0.709160119,0.142184856
0.709160119,0.141786369
0.709160286,0.141557551
0.709160119,0.141304749
0.709160286,0.141043968
0.709160119,0.140774107
0.709160286,0.140500205
0.709160119,0.140220908
0.709160286,0.139964361
0.709160286,0.139484207
0.709160119,0.139280315
0.709160286,0.139101922
0.705830813,0.139594352
0.705830813,0.139468849
0.705830813,0.139369237
0.705830813,0.139299618
0.705830813,0.139250668
0.705830813,0.139228514
0.705830813,0.139235724
0.705830813,0.139260127
0.705830813,0.13929002
0.705830813,0.13932647
0.705830813,0.13936402
0.705830813,0.139403913
0.709160286,0.138778229
0.709160119,0.138801229
0.709160119,0.138816266
0.709160286,0.138805029
0.709160119,0.138761792
0.709160286,0.138700301
0.709160119,0.138632152
0.709160286,0.138538131
0.709160119,0.138423198
0.709160119,0.138288541
0.709160098,0.138130693
0.709160266,0.137762228
0.709160098,0.137562833
0.709160266,0.137338359
0.709160098,0.137124623
0.709160266,0.136890305
0.709160098,0.136662504
0.709160266,0.136428948
0.709160098,0.136199591
0.709160266,0.135997082
0.709160391,0.135623355
0.705830917,0.136113529
0.705830917,0.135993415
0.705830917,0.135899188
0.705830917,0.135838101
0.705830917,0.135805232
0.705830917,0.135798832
0.705830917,0.135817172
0.705830917,0.135895514
0.705830917,0.135951028
0.705830917,0.136001017
0.709160391,0.135407628
0.709160224,0.135441464
0.709160391,0.135457396
0.709160224,0.135451037
0.709160391,0.13542188
0.709160224,0.135357554
0.709160224,0.135142117
0.709160391,0.13499432
0.709160224,0.134831259
0.709160391,0.13464229
0.709160224,0.134426859
0.709160391,0.134212541
0.709160224,0.133998519
0.709160391,0.133759879
0.709160224,0.133547764
0.709160224,0.133114204
0.709160391,0.132910274
0.709160224,0.132718687
0.709160391,0.132536785
0.709160224,0.132370703
0.709160391,0.132218012
0.705830917,0.132712553
0.705830917,0.132605551
0.705830917,0.132463026
0.705830917,0.132423583
0.705830917,0.132402637
0.705830917,0.132398205
0.705830917,0.132409261
0.705830917,0.132434493
0.705830917,0.132469053
0.705830751,0.132512904
0.705830917,0.132556753
0.709160224,0.132023575
0.709160224,0.13206235
0.709160112,0.13209597
0.709160112,0.13211697
0.709160112,0.132105878
0.709160112,0.132079234
0.709160112,0.132038366
0.709160112,0.131969093
0.709160112,0.13188658
0.709160112,0.131644555
0.709160112,0.131481731
0.709160112,0.131309631
0.709160112,0.13111196
0.709160112,0.130899314
0.709160112,0.130684007
0.709160112,0.130462691
0.709160112,0.130226315
0.709160112,0.129987753
0.709160112,0.12955311
0.709160112,0.129354788
0.709160112,0.129174162
0.709160279,0.129021522
0.705830807,0.129497635
0.70583064,0.12939771
0.705830807,0.12932621
0.705830807,0.129283321
0.705830807,0.129263296
0.705830807,0.129291428
0.705830807,0.1293288
0.705830807,0.129373467
0.705830807,0.129427691
0.709160112,0.128866655
0.709160279,0.12890511
0.709160112,0.128927489
0.709160279,0.12894305
0.709160279,0.128911747
0.709160112,0.128853802
0.709160321,0.128768823
0.709160154,0.128671287
0.709160321,0.128553646
0.709160154,0.12841311
0.709160154,0.12824881
0.709160154,0.128072887
0.709160154,0.127871577
0.709160154,0.127441141
0.709160154,0.127228803
0.709160154,0.127011871
0.709160154,0.12680055
0.709160154,0.126607541
0.709160154,0.126411556
0.709160154,0.126239141
0.709160154,0.126075415
0.709160154,0.125930453
0.705830848,0.126301232
0.705830682,0.126225545
0.705830848,0.126167223
0.705830682,0.12613396
0.705830848,0.126119783
0.705830682,0.126119996
0.705830848,0.12613336
0.705830682,0.126163501
0.705830682,0.126246511
0.709160154,0.125697632
0.709160154,0.125735021
0.709160154,0.125772852
0.709160154,0.125802698
0.709160154,0.125821348
0.709160154,0.125830796
0.709160154,0.125829449
0.709160154,0.125809629
0.709160154,0.125680587
0.709160154,0.125589041
0.709160154,0.125485833
0.709160154,0.125375863
0.709160154,0.125227348
0.709160154,0.125062067
0.709160154,0.124886523
0.709160154,0.124710089
0.709159986,0.124512696
0.709160154,0.124112331
0.709160154,0.123905255
0.709159986,0.123704042
0.709160252,0.12351716
0.709160084,0.123337584
0.709160252,0.123167319
0.709160252,0.123019226
0.709160252,0.122899414
0.705830779,0.123317613
0.705830945,0.12327579
0.705830779,0.123258105
0.705830945,0.123262484
0.705830779,0.123284511
0.705830986,0.123321791
0.70583082,0.123369788
0.709160293,0.12284544
0.709160293,0.122891438
0.709160293,0.122960109
0.709160293,0.122963949
0.709160293,0.122950851
0.709160293,0.122924136
0.709160293,0.122866846
0.709160293,0.122783996
0.709160293,0.122692225
0.709160293,0.122562637
0.709160293,0.12243548
0.709160293,0.122113124
0.709160293,0.121921735
0.709160293,0.121717723
0.709160293,0.12151103
0.709160293,0.121300064
0.709160293,0.121098879
0.709160293,0.120899473
0.709160293,0.120710659
0.709160293,0.120536358
0.709160126,0.120235051
0.709160293,0.12011669
0.709160126,0.12001837
0.70583082,0.120496842
0.70583082,0.120429132
0.70583082,0.120382728
0.70583082,0.120352241
0.70583082,0.120343406
0.70583082,0.120348091
0.70583082,0.120396323
0.70583082,0.120435337
0.709160126,0.119913383
0.709160293,0.11995541
0.709159937,0.120003497
0.709160105,0.120048361
0.709159937,0.120076568
0.709160105,0.120102949
0.709160105,0.120117763
0.709159937,0.120103549
0.709160105,0.120054291
0.709159937,0.119995394
0.709160105,0.119916432
0.709160105,0.119808822
0.709160126,0.119694818
0.709159958,0.119563824
0.709160126,0.119396536
0.709160126,0.119049158
0.709160126,0.118847637
0.709160126,0.118645327
0.709160126,0.118438942
0.709159958,0.118241601
0.709160126,0.118045281
0.709159958,0.117859092
0.709160126,0.117687938
0.709159958,0.117537358
0.709159958,0.117304115
0.705830654,0.11777792
0.705830654,0.117725092
0.705830654,0.117696888
0.705830654,0.117690484
0.705830654,0.117704965
0.705830654,0.117733263
0.705830654,0.117773485
0.709160126,0.117314929
0.709159958,0.117368775
0.709160126,0.117407613
0.709159958,0.117425537
0.709160126,0.117428164
0.709159958,0.117421001
0.709160126,0.117395016
0.709159958,0.117361701
0.709160126,0.117298338
0.709160126,0.117107569
0.709159958,0.116983519
0.709160126,0.116845113
0.709159958,0.116693777
0.709160126,0.116530745
0.709159958,0.116345737
0.709160196,0.116162793
0.709160028,0.115974567
0.709160196,0.115789724
0.709160196,0.115441252
0.709160028,0.115275615
0.709160028,0.115122924
0.709160028,0.114973361
0.709160028,0.114845677
0.709160028,0.114743501
0.709160028,0.114655668
0.705830557,0.115127703
0.705830557,0.115049497
0.705830724,0.115041584
0.705830557,0.115051884
0.705830723,0.115072143
0.705830557,0.115104958
0.705830724,0.115139627
0.709160196,0.114641763
0.709160028,0.114683388
0.709160196,0.114725749
0.709160196,0.114783055
0.709160028,0.11481221
0.709160196,0.114806441
0.709160028,0.1147896
0.709160196,0.114762595
0.709160028,0.114713599
0.709160196,0.114633979
0.709160028,0.114527491
0.709160196,0.114423972
0.709160196,0.114170145
0.709160028,0.114031116
0.709160028,0.11386062
0.709160028,0.11369861
0.709160028,0.113532544
0.709160028,0.113356604
0.709160028,0.113179483
0.709160028,0.11300603
0.709160028,0.112847601
0.709160028,0.112569671
0.709160028,0.112442684
0.709160028,0.112332612
0.709160028,0.112243912
0.709160028,0.112183324
0.705830557,0.112671756
0.705830744,0.112650421
0.705830578,0.112645887
0.705830744,0.112663166
0.709160049,0.112210125
0.709160049,0.112263725
0.709160049,0.112318165
0.709160049,0.112372964
0.709160049,0.112425491
0.709160049,0.112461555
0.709160049,0.112473719
0.709160049,0.112469069
0.709159839,0.112426704
0.709160007,0.11236554
0.709159839,0.112285655
0.709160007,0.112173387
0.709160007,0.112030699
0.709160007,0.111879371
0.709160007,0.111529353
0.709160007,0.111348663
0.709160007,0.111159671
0.709160007,0.110966324
0.709160007,0.110784357
0.709160007,0.110598595
0.709160007,0.110433994
0.709160007,0.110279117
0.709160007,0.110132941
0.709160007,0.110010993
0.709160007,0.109820217
0.709160007,0.109753393
0.705830703,0.110223671
0.705830537,0.110194524
0.705830703,0.11017908
0.705830537,0.110178171
0.705830703,0.110192431
0.709160007,0.109701991
0.709160007,0.109735639
0.709160007,0.109820426
0.709159839,0.109861675
0.709160007,0.109901492
0.709159839,0.1099377
0.709160007,0.109973572
0.709159839,0.109994581
0.709160007,0.110001694
0.709159839,0.109986275
0.709160007,0.109961665
0.709159965,0.109874877
0.709159798,0.109802691
0.709159965,0.109705122
0.709159798,0.109595409
0.709159965,0.10947465
0.709159798,0.109331237
0.709159965,0.10918287
0.709159965,0.108830745
0.709159798,0.108644619
0.709159965,0.108455589
0.709159965,0.108288646
0.709159867,0.10812016
0.709159867,0.107968395
0.709159867,0.107819843
0.709159867,0.107689698
0.709159867,0.107585929
0.709159867,0.107448397
0.705830398,0.107918482
0.705830398,0.107903142
0.705830398,0.107907843
0.705830398,0.107932071
0.709159867,0.107456308
0.7091597,0.107499006
0.709159867,0.107546857
0.7091597,0.107588211
0.7091597,0.107652064
0.709159867,0.107673716
0.7091597,0.107690757
0.709159867,0.107675458
0.7091597,0.107650091
0.709159867,0.107616738
0.7091597,0.107559675
0.709159867,0.107480757
0.709159867,0.10726226
0.7091597,0.10713926
0.709159867,0.107008201
0.7091597,0.106857972
0.709159867,0.106692748
0.7091597,0.1065227
0.709159867,0.106365195
0.7091597,0.10620614
0.7091597,0.106055699
0.7091597,0.105772754
0.709159867,0.105647269
0.7091597,0.105529766
0.709159867,0.105429668
0.709159805,0.105342523
0.709159972,0.105274168
0.709159805,0.105221324
0.705830502,0.105682579
0.705830502,0.105668867
0.705830502,0.105685913
0.709159972,0.105213231
0.709159804,0.105248737
0.709159972,0.105289781
0.709159805,0.105339096
0.709160161,0.105384985
0.709159993,0.105430746
0.709160161,0.10546812
0.709159993,0.105499028
0.709159993,0.105529877
0.709159993,0.105511322
0.709159993,0.105491808
0.709159993,0.105449358
0.709159993,0.105377942
0.709159993,0.105285073
0.709159993,0.105173485
0.709159993,0.105045899
0.709159993,0.104748639
0.709159993,0.104594099
0.709159993,0.104425697
0.709159993,0.104257361
0.709159993,0.104085641
0.709160161,0.103913738
0.709159993,0.103750986
0.709160161,0.103603987
0.709160161,0.103345462
0.709159993,0.103242951
0.709160161,0.103152653
0.709159993,0.103083899
0.705830689,0.103522247
0.705830523,0.103494408
0.705830689,0.10348505
0.705830689,0.103508846
0.709159993,0.103055971
0.709159993,0.103097623
0.709159993,0.103141547
0.709159993,0.103189824
0.709159993,0.103234435
0.709159993,0.103270843
0.709159993,0.103289611
0.709159986,0.103303257
0.709159986,0.103304305
0.709159986,0.103274203
0.709159986,0.103230451
0.709159986,0.103157404
0.709159986,0.103072489
0.709159986,0.102968574
0.709159986,0.102836002
0.709159986,0.102545639
0.709159916,0.102394304
0.709159916,0.102227636
0.709159749,0.102065365
0.709159916,0.101905154
0.709159749,0.101736988
0.709159916,0.101576675
0.709159916,0.101436453
0.709159916,0.101200799
0.709159916,0.101109957
0.709159916,0.101033919
0.709159916,0.100973976
0.705830613,0.101412128
0.705830447,0.101386658
0.705830613,0.101381573
0.705830447,0.101387535
0.709159916,0.100954706
0.709159916,0.100984843
0.709159916,0.101023588
0.709159916,0.101062725
0.709159916,0.10109976
0.709159916,0.101139078
0.709159916,0.101161944
0.709159916,0.10119057
0.709159749,0.101188433
0.709159749,0.101177
0.709159916,0.101140543
0.709159749,0.101113743
0.709159916,0.101049928
0.709159749,0.10098033
0.709159916,0.100895471
0.709159749,0.100789387
0.709159916,0.100666458
0.709159916,0.100530964
0.709159916,0.100240927
0.709159916,0.100090571
0.709159839,0.099934441
0.709159839,0.099763667
0.709159839,0.0996188
0.709159839,0.09947517
0.709159839,0.099347839
0.709159839,0.099229037
0.709159839,0.099056531
0.705830371,0.099455141
0.705830371,0.099408932
0.705830371,0.099384728
0.70583035,0.099381404
0.70583035,0.099395264
0.70583035,0.099418552
0.709159818,0.098988381
0.709159651,0.099032207
0.709159651,0.099125455
0.709159818,0.099168125
0.709159651,0.099208143
0.709159818,0.099230168
0.709159651,0.099243943
0.709159818,0.09923116
0.709159818,0.099204345
0.709159818,0.099165759
0.709159818,0.099100276
0.709159818,0.098928457
0.709159818,0.098814307
0.709159818,0.098700482
0.709159818,0.098572271
0.709159818,0.098427408
0.709159651,0.098278131
0.709159818,0.09812908
0.709159651,0.097974923
0.709159818,0.097822341
0.709159818,0.097543553
0.709159651,0.097410275
0.709159818,0.09729061
0.709159651,0.097187678
0.709159818,0.09710459
0.709159651,0.097040254
0.70583035,0.097445009
0.70583035,0.097411392
0.70583035,0.097388332
0.70583035,0.097395755
0.70583035,0.09741296
0.709159818,0.096982886
0.70915963,0.097021467
0.709159798,0.097063147
0.709159798,0.097108373
0.70915963,0.097151059
0.709159798,0.09719252
0.709159798,0.097250993
0.70915963,0.097274791
0.709159798,0.097265119
0.70915963,0.097248683
0.709159798,0.097214469
0.709159672,0.097162691
0.709159839,0.097099065
0.709159672,0.097021002
0.709159839,0.096909824
0.709159839,0.096667338
0.709159672,0.096523956
0.709159839,0.096378275
0.709159672,0.096229373
0.709159839,0.096059536
0.709159672,0.09590432
0.709159839,0.095746617
0.709159672,0.095600388
0.709159672,0.095336523
0.709159672,0.095240407
0.709159672,0.095150542
0.709159672,0.095078671
0.709159672,0.0950269
0.705830371,0.095442745
0.705830371,0.095426775
0.705830371,0.095444253
0.705830371,0.095472209
0.709159839,0.095057699
0.709159672,0.095094374
0.709159839,0.095139324
0.709159672,0.095173129
0.709159839,0.095202854
0.709159672,0.09523544
0.709159839,0.095258526
0.709159839,0.095251439
0.709159672,0.09523385
0.709159672,0.0951958
0.709159672,0.095139619
0.709159672,0.095071259
0.709159672,0.094987312
0.709159672,0.094893896
0.709159686,0.094781529
0.709159686,0.094528007
0.709159686,0.094389887
0.709159686,0.094261032
0.709159686,0.094119211
0.709159853,0.093982504
0.709159686,0.093846321
0.709159853,0.093712413
0.709159686,0.093590973
0.709159853,0.093483152
0.709159749,0.093306135
0.709159581,0.093241798
0.705830281,0.093632056
0.705830115,0.093600707
0.705830281,0.093584162
0.705830115,0.09358192
0.705830281,0.093594893
0.705830115,0.093616438
0.709159581,0.093209216
0.709159581,0.093285674
0.709159581,0.093331739
0.709159581,0.0933725
0.709159581,0.093415291
0.709159581,0.093437012
0.709159581,0.093459209
0.709159581,0.093475458
0.709159749,0.093472548
0.709159749,0.093419544
0.709159581,0.093356625
0.709159581,0.093281005
0.709159581,0.093191389
0.709159581,0.093098392
0.709159581,0.092988775
0.709159581,0.092868165
0.709159581,0.092737526
0.709159581,0.092594072
0.709159581,0.092313371
0.709159581,0.092168991
0.709159581,0.092031465
0.709159581,0.091897431
0.709159581,0.091780841
0.709159581,0.091677618
0.709159581,0.091588803
0.709159581,0.09151055
0.709159581,0.091447203
0.705830205,0.091818262
0.705830371,0.091811087
0.705830205,0.091820452
0.705830371,0.091840974
0.709159672,0.091446264
0.709159672,0.091486979
0.709159672,0.091529273
0.709159672,0.091568672
0.709159672,0.091610548
0.709159672,0.091678402
0.709159679,0.09168751
0.709159679,0.091690297
0.709159679,0.09167631
0.709159679,0.091659585
0.709159679,0.091623976
0.709159679,0.091571611
0.709159679,0.091497704
0.709159679,0.091315965
0.709159511,0.091187055
0.709159679,0.091062127
0.709159511,0.090914055
0.709159679,0.090771172
0.709159679,0.090627081
0.709159679,0.090484481
0.709159679,0.09034192
0.709159679,0.090220165
0.709159679,0.089998977
0.709159679,0.089903549
0.709159679,0.089822085
0.709159679,0.089750714
0.709159679,0.089696991
0.705830378,0.090082283
0.705830211,0.090055221
0.705830378,0.090044343
0.705830211,0.090048631
0.709159511,0.089666936
0.709159679,0.089695268
0.709159511,0.089731409
0.709159679,0.089769985
0.709159511,0.089812405
0.709159679,0.089857792
0.709159511,0.089893028
0.709159679,0.089926785
0.709159679,0.089955844
0.709159679,0.089956476
0.709159658,0.089940628
0.709159658,0.089907668
0.709159658,0.089854744
0.709159658,0.089777477
0.709159658,0.089691808
0.709159658,0.089607255
0.70915949,0.089504002
0.70915949,0.089252947
0.709159658,0.08911006
0.70915949,0.088960606
0.709159735,0.088826867
0.709159567,0.088685574
0.709159735,0.088563199
0.709159567,0.08843794
0.709159735,0.088324511
0.709159567,0.088224548
0.709159567,0.088069701
0.709159735,0.08802457
0.705830433,0.08840818
0.705830267,0.088392357
0.705830267,0.088390488
0.709159567,0.087987928
0.709159735,0.088007806
0.709159567,0.088037644
0.709159735,0.088075422
0.709159735,0.088161504
0.709159567,0.088202757
0.709159735,0.088237405
0.709159567,0.088267502
0.709159735,0.088291527
0.709159567,0.088278539
0.709159735,0.088265915
0.709159567,0.088252041
0.709159567,0.088166738
0.709159735,0.088095794
0.709159567,0.088005649
0.709159567,0.08792214
0.709159567,0.08781861
0.709159567,0.087708538
0.709159735,0.087576905
0.709159567,0.087440735
0.709159735,0.08731034
0.709159735,0.087045864
0.709159567,0.086923554
0.709159735,0.086809358
0.70915956,0.086699223
0.709159728,0.086603218
0.70915956,0.086520019
0.709159728,0.086448692
0.70915956,0.086391348
0.709159728,0.0863593
0.70915956,0.086328262
0.70915956,0.086334625
0.70915956,0.086351914
0.70915956,0.086378633
0.709159581,0.086413261
0.709159581,0.086448496
0.709159581,0.086481046
0.709159749,0.086521803
0.709159749,0.086583355
0.709159581,0.086604588
0.709159749,0.08661271
0.709159581,0.086609714
0.709159749,0.086585868
0.709159581,0.086560258
0.709159749,0.086518907
0.709159581,0.086469005
0.709159581,0.086396844
0.709159581,0.08620729
0.709159581,0.086101946
0.709159581,0.085990706
0.709159581,0.085860969
0.709159581,0.085721401
0.709159581,0.085587733
0.709159581,0.085458892
0.709159581,0.085338706
0.709159581,0.085221335
0.709159581,0.084994369
0.709159749,0.084903293
0.709159581,0.084827937
0.709159581,0.084765127
0.709159581,0.084716219
0.709159581,0.084686571
0.709159581,0.084675232
0.709159581,0.084674591
0.709159581,0.084689381
0.709159581,0.084748957
0.709159581,0.084790382
0.709159581,0.084840238
0.709159581,0.08488136
0.709159462,0.084920765
0.709159462,0.08495803
0.709159462,0.084969453
0.709159462,0.084970434
0.709159462,0.084935551
0.709159462,0.084897324
0.709159462,0.08486055
0.709159462,0.084802027
0.709159462,0.084723384
0.709159462,0.084636048
0.709159448,0.084539961
0.709159448,0.084418996
0.709159448,0.084304595
0.709159448,0.084176093
0.709159448,0.083941253
0.709159448,0.083823528
0.709159448,0.083694142
0.709159448,0.083584621
0.709159448,0.083476183
0.709159281,0.08337858
0.709159448,0.083297165
0.709159281,0.083227352
0.709159448,0.083128129
0.709159448,0.08309786
0.709159448,0.08308357
0.709159448,0.083085348
0.709159448,0.083094498
0.709159448,0.083115589
0.709159448,0.083146894
0.709159448,0.083186603
0.709159281,0.083263948
0.709159448,0.083300045
0.709159281,0.083333963
0.709159448,0.083360246
0.709159281,0.083377148
0.709159448,0.083391367
0.709159281,0.083393431
0.709159448,0.08338147
0.709159281,0.083353026
0.709159448,0.083257713
0.709159448,0.083200648
0.709159448,0.083109023
0.709159448,0.083005162
0.709159448,0.082896211
0.709159281,0.082781789
0.709159511,0.082664824
0.709159344,0.082538798
